id_transaction,payer_id,transaction_type,transaction_amount,timestamp,latitude_payer,longitude_payer,latitude_receiver,longitude_receiver,approved
84a8bfcc-f392-4c90-b96a-dd8eb645902f,ebc631c4-80ea-4e8b-8661-be02b7e4e745,Credit Card,498.4,2025-05-26 04:16:06,-6.65399,-38.10097,-6.3964661568469765,-36.17460425467264,False
c2cbccfc-af29-47af-9c64-cda900548bfe,8b89cf1a-f354-4a35-8831-46aec388f778,Credit Card,480.28,2025-06-09 05:31:32,-13.438627,-46.382898,-13.322478920911799,-46.294807538973835,False
e04a76a8-73a2-463e-8381-970777cf36c8,dd288c5a-c917-4537-ac46-ddb2dc49213a,DOC,123.74,2025-05-29 20:56:22,-22.013033,-70.215908,-22.25571477391455,-70.17497093030684,True
22fdb897-5aa3-425a-b13c-feba66faf176,56dd1bfe-dd7e-4366-bdd8-b085d4200597,PIX,187.98,2025-05-29 03:13:14,-16.792355,-62.667583,-16.999620902694947,-62.62748364372959,False
713cf3c1-b048-4833-8303-13d221367349,5b12f7bb-209c-4555-bd2f-8586cac622b5,Credit Card,11.42,2025-06-09 13:20:30,-8.043732,-59.780527,-8.011591990452269,-60.319399388964655,True
2e23ec68-ad58-4541-aadb-b8cc8198b975,165e160c-9566-4869-8934-72d83230a06c,Credit Card,440.89,2025-06-09 18:16:39,-27.005593,-49.482693,-25.81107502130377,-48.56098612083973,False
897b3111-8e92-4c8f-ac17-14999c785ca7,bb7f862d-0376-4b3c-b999-9b4539cc9ce2,Debit Card,304.36,2025-06-06 15:30:47,-11.059646,-35.646598,-12.072217293328805,-35.55337084261529,True
d3705f0a-641d-4003-a9db-468dd04686a5,fe8b277e-d945-4c66-80e4-2d1435c985f8,Credit Card,475.7,2025-06-09 03:34:33,-25.286492,-56.69232,-25.672401538878376,-55.86166913469592,False
64d6f693-8e03-4e4c-99eb-863039d817ac,a22d0dd8-1037-4199-a9a5-11fc1db0a4ae,Credit Card,57.09,2025-06-09 14:23:15,-28.861342,-64.090478,-27.978614879859453,-63.88798714451953,True
18abed17-fd9e-4fc7-849a-b685cf159527,4915a47d-8726-4c5c-b4ef-7e9bbb2e4d4b,Debit Card,323.82,2025-05-28 12:48:45,-25.002066,-36.469281,-24.813417867269795,-35.64360550676026,False
49abb19b-6f48-4133-b4ca-08f9a1b85c74,c418c17d-a27e-4480-ab03-dfe863363ae3,Credit Card,283.81,2025-06-11 22:27:17,-20.637498,-64.188945,-20.004042425406688,-64.5427797328094,True
4f99b585-3bd3-406d-b6da-610518075e69,102a530c-6552-45c2-b231-edc0c25a5d0b,DOC,4.35,2025-06-10 06:56:34,-30.12273,-72.096696,-30.241425980603335,-71.16069315976384,True
f50530d7-9469-465a-9270-42ef3bdccd2f,03ac778b-7452-4d92-9913-86d92adecf75,Debit Card,30.89,2025-06-08 03:47:57,-18.387004,-55.339907,-18.513288075696583,-55.96379859098242,True
dd11451c-23de-44df-a4e3-1d276eb8b321,3a403ebf-2b23-48ce-b7ff-bc41b8aeac9b,TED,152.5,2025-05-27 16:14:06,-14.504684,-49.004329,-14.568890073269854,-49.237161385627275,True
d037b7a6-f818-4161-a93a-13297757980d,ebf2e17b-af7f-4cbe-aa03-b8e925107fe6,Debit Card,294.94,2025-06-16 07:20:01,-18.026992,-40.325598,-18.517746325523976,-40.09454626286836,True
333fa1e6-6718-4617-a24b-69dc6663888f,2255de9d-2a09-4f5f-8281-7b246d10e842,Debit Card,21.95,2025-05-18 23:39:43,-13.674398,-72.860757,-13.350816651606479,-72.79770958608799,False
91db4b9b-0370-4172-841a-152fdaf0a35d,f1a8003c-425f-498f-aa1c-d28f6703ea33,Debit Card,257.03,2025-06-13 19:34:01,-21.61969,-48.683102,-20.553173312671866,-49.65914589976125,False
f13c1e7b-f3c0-44b4-9bca-03e3065b5e64,bd720c37-8c3f-4918-8498-d48acbdc249c,PIX,851.44,2025-06-09 10:51:15,-21.684293,-36.22133,-21.92750938302618,-36.11753086935714,True
182f320e-71b7-4bab-95c3-c0eae682f88e,17ac1da3-65fc-4252-b57e-a882efd8996d,Debit Card,115.25,2025-05-24 08:33:43,-7.347647,-72.98774,-7.642329378472106,-72.56293895148949,True
f7449b6f-ff7c-486d-950f-5b315cb822ad,5abba394-ca26-4a8b-ae6f-2f75c3cdc137,PIX,37.73,2025-06-13 08:23:29,-11.976964,-49.24544,-11.795957044028766,-48.95478293298214,True
3be3018b-a9a9-4cb8-98c2-ce62de97f82e,c1435748-265d-41c3-92e1-28d331c13f8f,Debit Card,488.1,2025-06-04 20:22:09,-24.93642,-66.94437,-24.562773197438368,-66.63918486728328,False
4b511208-9fbb-4b51-8f2c-bf69a5d56c3e,2bf8acd4-c9dd-49ec-a811-a2b70e68287e,PIX,1397.1,2025-06-07 18:46:47,-20.855698,-59.316891,-21.190299364090606,-58.73592234112661,False
dfc4348c-b9a5-442e-8101-70541699e9cf,7e1c6be9-831e-4eec-abb3-6bb9656c366e,DOC,801.04,2025-05-25 15:35:55,-6.924602,-57.083434,-6.511893825505985,-56.67667918199968,True
10d8b715-fb73-4312-a6eb-bcc62d2e48a3,073c7af2-f530-47fa-b9fd-b0598b4128a4,Debit Card,32.65,2025-06-07 16:44:05,-5.545222,-54.094107,-5.806816046793555,-53.6195355061095,True
feddf131-500b-44ee-a3c2-b4ef015b343c,16cd62d6-07c9-4b46-855e-4bbcad141a4d,Credit Card,677.64,2025-06-16 19:42:42,-21.587448,-73.475164,-21.42536482375578,-73.54023552718385,True
c82468cd-15ba-407d-8be3-2866ed7f8cfa,0571bdda-d650-413d-8de0-f5f71d9d44dd,Debit Card,902.38,2025-05-20 21:30:04,-15.830066,-49.131981,-16.726088550067608,-49.35536775589496,False
4879f956-b90a-48c2-8135-8d69bb4b2b9a,f44d4fe7-b0a2-4e3e-9520-9a17be08950a,DOC,119.55,2025-06-04 06:28:39,-12.733798,-44.406918,-12.421738091473923,-44.09274524536786,False
26022fa9-3c2c-45f0-be16-936509cfbae3,63731241-00c2-4591-98ce-732433a9a585,PIX,28.69,2025-06-11 09:48:48,-18.299365,-71.643697,-19.344373874315142,-70.75848124171664,True
9bc232f3-6039-466d-b118-cc9a504caeb5,20f8b38d-268c-4224-9670-67a697c2a23b,Debit Card,655.99,2025-06-17 05:17:28,-22.783906,-69.310973,-22.57744027286219,-69.59283527640198,False
7ce22390-6357-4b70-ab57-3652e9dd4018,f1a8003c-425f-498f-aa1c-d28f6703ea33,Debit Card,288.87,2025-05-30 03:02:19,-30.589916,-70.603013,-30.80656770345128,-70.50110163623627,True
237ded55-1e88-4223-b874-d95f85b766dd,f72646da-2410-4739-bb22-789f56ea0c6a,DOC,517.56,2025-05-29 23:10:00,-11.67993,-70.711128,-12.403972170748663,-71.41485988718829,True
f922770d-eb3d-445b-9f28-3f8e831289ac,1d45132e-a65b-4afa-b674-b74d4b45164d,Debit Card,502.67,2025-05-20 21:43:43,-4.148482,-35.248758,-4.480595721652211,-34.568702316875914,True
1ed8e882-d99e-46ef-bcee-faca4dbaea33,1d6396fd-393c-4eea-8ba4-917ea9938304,PIX,26.16,2025-06-16 11:14:46,-9.464159,-52.010553,-9.035329188398991,-52.090522264981715,True
9dac26bc-6617-455c-a018-b815a15f5179,d06e4078-ff90-494c-95a1-bfb01051f228,Credit Card,35.36,2025-05-28 01:37:20,-18.355465,-73.454937,-18.696636300560076,-73.47903474276791,True
948b8bf4-cc80-42a8-bf77-41c27b86c3e2,0bdbbbd2-257f-44b4-aafa-15aa37d5040a,PIX,37.95,2025-05-22 21:23:42,-30.077305,-48.450956,-29.817631742879414,-47.68458654349871,True
e64a5c3d-df51-4f92-a16e-5121a125c15d,4b243c74-ac78-4a9c-be49-691e71148cd3,DOC,982.42,2025-05-30 02:14:53,-22.035294,-62.700086,-22.206894618315584,-62.47124777278558,True
b1b0b97b-7e18-4523-b14a-8ed4a456529c,a15d6dff-ee27-416f-be4b-59e12b1fe86d,TED,990.86,2025-06-06 07:08:58,-33.370173,-35.88075,-33.25812675909479,-35.8744537996091,True
5dcbc6a6-3d4d-43d1-983e-e8430ce734cf,1bfc6b6d-256e-4925-a04b-dbe35fb1d3eb,Debit Card,23.0,2025-06-16 13:35:31,-16.442054,-35.903341,-15.304173351216397,-35.70022765747503,False
9b7a0f38-da06-441b-bb39-2e97adef9aa5,6aecfae3-d706-4c2a-8619-76993a12508f,DOC,356.97,2025-06-02 05:42:22,-19.545592,-49.299723,-19.10943168163966,-49.20805199713082,True
5982dca2-3f2d-41ba-930a-b8ff31d82c3c,62b8aeed-4450-4078-844d-9e3777447869,Debit Card,13.95,2025-05-22 01:22:07,-24.9699,-36.64387,-25.025365967814754,-36.15571543675945,False
712aebba-6eee-4036-8480-9808d02523c6,9e98918a-358d-4fe5-82a7-c7f61fca4bad,Debit Card,290.38,2025-06-11 03:36:02,-25.081838,-66.525651,-26.143785862154903,-66.78852851084038,True
c7efacc9-5195-48ac-a35f-234108e3bb07,db2f422b-8601-498e-b045-943541fc2992,TED,262.87,2025-05-30 06:26:05,-31.320793,-35.703724,-32.277146258532106,-35.52248577059735,True
73c815e9-2bf0-4f0d-89fb-0b692d92a555,1c78ecce-b6f2-4ff5-9e68-0a16fa2966e9,Credit Card,504.27,2025-06-02 01:24:17,-12.352151,-67.525416,-13.01226760351032,-66.60968661707282,False
d4a631f0-cc8a-40d8-b6d2-335db35b2524,35375ea9-659f-46f1-9ab3-7de7674944c9,Debit Card,809.71,2025-05-21 18:54:15,-6.685503,-72.127428,-6.7223085578959525,-72.2685385944936,False
4e9b4b53-e05f-454e-8d01-da9e045b4c5e,6d3c9dcf-ff09-4772-96ef-e3ab0f2a6a58,TED,499.09,2025-06-13 13:17:18,-2.897621,-68.003658,-3.754188264545439,-67.3267218129173,False
f132c7c8-9b72-4554-9d62-36334160453d,ca407da4-bf86-45bb-b1a4-aaf0c637b792,DOC,1051.11,2025-06-05 16:56:11,-7.433784,-41.037515,-8.659916300657867,-41.488161909332334,False
9e7f7e2c-8788-4864-b12a-613907dab442,a233b15b-2b04-4f7b-8cc9-94369a06128a,DOC,95.82,2025-06-15 09:37:29,-31.988266,-40.002883,-31.985644150140907,-39.979392703117625,False
9d2c10d2-3462-424c-8bb6-48010ec6030c,d617bc4e-4380-4321-be14-138bb758153b,Debit Card,439.58,2025-06-13 00:29:46,-4.226071,-40.593822,-4.382582854108221,-41.393383736268746,False
3d1694a2-3c68-4b3b-b40e-3e29f0cc4ed5,bc09ac05-c9c0-4549-819e-bb5f5b03a591,Debit Card,41.49,2025-06-08 18:51:44,-3.935905,-50.137954,-3.580097560955555,-50.700275045918936,True
72a39712-b86c-4934-b95c-9f72c0c3ff2e,a063dd95-d07e-4048-878d-6a913cabfd2a,DOC,288.8,2025-06-06 18:37:58,-22.557415,-69.448542,-22.43624815695844,-68.42484253943488,False
2380d666-602e-424f-bd6f-c284f7d8772f,0a13f3f9-b84c-42c7-9974-a4b024fb53af,TED,443.94,2025-05-21 11:29:02,-17.494891,-40.494485,-16.464517037559006,-39.616814578778396,False
b96eb4b8-d30d-4057-a90a-7944892fcdf9,fb4abf69-422b-495f-bb4f-6cc001e35b39,PIX,627.83,2025-05-23 16:28:51,-21.14116,-68.646603,-20.39663741305776,-68.20769041575994,True
a52c7d2e-94c0-44c8-8f81-d0f948b1e008,c65c0e7f-0ccb-40c6-9596-c03eeeb18db5,Debit Card,71.84,2025-05-21 13:58:12,-29.488391,-73.329849,-28.959178756575206,-74.20921874321155,False
9f6d1f27-2278-4713-a48b-86eb55723118,9ce05082-6323-487b-8bd7-c0846e3bbf25,PIX,149.39,2025-06-01 21:17:36,-20.078909,-38.456979,-19.978841790413288,-39.542411914065205,True
a3b9649f-f0d3-416b-a240-1a06f378b60a,4fcb88ef-36ff-4348-be08-738202a2caa2,DOC,459.26,2025-06-11 00:29:22,-21.358038,-49.514201,-22.209729219677577,-49.54197484944831,True
b8bdeb8a-ef62-4c66-bd69-ffd52a2c91e2,d8b65eab-bd3b-487f-8945-0ec541ec7eb1,DOC,184.38,2025-06-02 05:30:23,-3.123982,-54.589371,-2.562643157600989,-55.309968880248,True
073f9d2c-5046-4d1e-8570-e22a97a45121,efef7254-fa13-4bc8-a718-9e6febf26271,Credit Card,82.39,2025-06-11 02:12:49,-31.379271,-68.847915,-31.195971876951575,-69.31785489316368,True
bb15d1ab-f1be-46dd-9a0a-500d09be7a7d,c9252aa1-106d-4e28-a672-cf979ce12c57,DOC,60.22,2025-05-29 09:25:27,-22.947897,-38.745894,-21.920350695689265,-38.90557400376683,True
8753b6e2-caed-4213-85e0-2bfd6f644266,dd00e0d7-b0d8-45b0-b2c2-f71402f1d936,DOC,56.74,2025-05-23 18:52:06,-27.740968,-72.29795,-28.006096809186218,-72.69438641613117,True
9cb466b5-48c9-4ade-aadb-62c002174062,67a5bda6-5f30-4e7f-b00b-c2ce305aa03c,TED,58.44,2025-05-26 15:07:51,-30.978046,-69.171074,-31.69509043461626,-69.26684041195665,True
bd82773f-06e7-4aad-9146-1fe5a6017e1e,5763fa7b-76ff-4eb1-9361-1c1201384046,Credit Card,135.89,2025-05-30 12:13:27,-18.01821,-46.836523,-18.36807275399629,-46.72953304463289,True
9b306c79-2b3b-4af8-867f-9a19e80e6a98,e342ee76-9b6b-4fb1-8ba8-4f520e7a2b38,DOC,620.44,2025-06-06 18:40:18,-4.972737,-71.505744,-4.547059867699746,-71.81592586126779,True
6de3cb65-431b-4e3d-b0ee-5ebcf661f520,1d201290-395b-4318-8899-11c601b7ad5b,DOC,413.81,2025-06-13 03:33:19,-27.983718,-65.693507,-28.121243848575823,-66.84446758236778,False
c4e24ef8-96e6-41e7-bfde-74ab74a02be2,195e27a4-c567-4353-8fc2-4d050a0580bf,TED,288.9,2025-05-24 12:47:32,-22.221449,-55.768639,-21.795747953810586,-56.26260692289827,True
dd17789b-41e5-4756-aad1-422fd05f6cc9,26067650-f859-44a2-bd9f-0fe2c7904c42,Debit Card,676.73,2025-06-17 05:15:58,-17.76008,-53.041151,-17.824038795740382,-53.518921220300214,True
332fa93c-897e-4ad3-b798-2cdbd789e87b,59a392af-5f76-4f42-ade4-779f8ac6351d,PIX,228.18,2025-05-31 23:59:07,-26.172797,-63.345665,-26.266249561280205,-63.36956043868677,False
c7d48f9a-eb78-45b4-9583-1034d1bd42a1,6c6b5214-dc61-4d26-81af-0eac4a8be497,Credit Card,116.62,2025-06-05 15:31:01,-27.14225,-61.062104,-26.29867918246372,-60.62128412152527,True
065f8df4-8394-4ad3-a86b-804f701b7090,b26884de-07e2-402e-a278-af809ba2e3ae,DOC,467.01,2025-06-09 23:35:01,-18.173681,-70.492725,-16.986516298253804,-69.98545865365634,True
18b567ff-b8bb-41a5-a248-4df7b2bd520e,62f6ea10-da63-4b28-bd7b-b127f942f85e,TED,410.46,2025-06-04 22:12:48,-20.260639,-68.898852,-20.69844812669238,-69.59025186548217,True
61ed314f-55ec-4e4e-8f76-b616b0acecbe,0e4dab09-561f-40dd-a9b9-79621e3c3525,Credit Card,311.47,2025-06-17 16:43:34,-15.913178,-59.941008,-15.899332534191894,-59.87732526073142,True
09deb491-922a-4919-9ec8-8f608a9fa38f,9d0a7b5d-9ae4-4507-95f6-d16f89da9cba,TED,81.24,2025-06-12 13:00:46,-30.569298,-67.907922,-30.894619284560914,-68.15148469188235,False
a7aab963-d132-4c02-b2c0-8090d4da6ebd,9aeb4f13-5018-491a-83f8-ee6f65fac6c9,DOC,61.95,2025-05-31 08:29:45,-24.840776,-67.103755,-26.09215576083111,-66.76143389922242,True
2292f9d7-5011-4697-be47-cef47ccbf35e,4229e259-242f-4aa9-8fd5-133724c92d43,TED,1211.59,2025-06-17 01:15:32,-30.248784,-58.304061,-30.537169665284168,-57.92636538708712,False
a4f1f8fe-10a6-4c34-a1f3-bbe459ab41df,64ff9c2b-48b8-418e-80ea-bf87180a1d79,DOC,56.22,2025-05-25 15:18:42,-12.854899,-37.468461,-11.833238755158847,-36.65865492228134,True
99615468-8a3b-4250-a04b-1b47e9ca7cb3,f8d0477e-c162-4645-ab48-d989c4dff0b2,Debit Card,98.54,2025-05-18 23:38:33,-9.703346,-66.567885,-10.084975578271258,-67.47032605033226,True
6b6d2f78-8c75-41ae-9f8e-7c36b8ceb31e,f347c1c7-2ea3-495c-8b30-88239dab8a36,Credit Card,212.55,2025-06-02 08:26:53,-26.174696,-69.398396,-26.936841266584995,-68.99952784271069,True
2cac6a1b-a448-41b3-9599-cc02ab28720f,83604c13-d65a-4f7b-948b-c12c0b4a2c11,Credit Card,261.14,2025-06-08 11:26:22,-28.926165,-55.039308,-29.25208305390108,-55.01560866434179,False
17b004ec-eeb6-469a-9065-f9da7e6235a5,cd22d04a-3ca4-4819-a336-ae7f0ab46cc4,DOC,123.12,2025-06-05 04:46:21,-29.549541,-71.415701,-29.850525339448193,-71.03557545268232,False
bc13c9d7-dfe6-41bb-a604-da85ce5cb1df,d40cc2a3-1fc9-4766-9722-f764cce22ded,DOC,343.24,2025-06-11 18:16:20,-9.992879,-50.550961,-11.228701250063645,-50.94940862773524,True
